freq,noise_mean,gain
109304029.3040293,1.0,1.0
109597069.5970696,1.0,1.0
109890109.89010988,1.0,1.0
110183150.1831502,1.0,1.0
110476190.47619048,1.0,1.0
110769230.76923075,1.0,1.0
111062271.06227106,1.0,1.0
111355311.35531136,1.0,1.0
111648351.64835164,1.0,1.0
111941391.94139194,1.0,1.0
112234432.23443224,1.0,1.0
112527472.52747253,1.0,1.0
112820512.82051282,1.0,1.0
113113553.1135531,1.0,1.0
113406593.4065934,1.0,1.0
113699633.6996337,1.0,1.0
113992673.992674,1.0,1.0
114285714.28571428,1.0,1.0
114578754.57875456,1.0,1.0
114871794.87179486,1.0,1.0
115164835.16483516,1.0,1.0
115457875.45787546,1.0,1.0
115750915.75091577,1.0,1.0
116043956.04395604,1.0,1.0
116336996.33699632,1.0,1.0
116630036.63003662,1.0,1.0
116923076.92307691,1.0,1.0
117216117.21611722,1.0,1.0
117509157.50915752,1.0,1.0
117802197.8021978,1.0,1.0
118095238.09523807,1.0,1.0
118388278.38827838,1.0,1.0
118681318.68131869,1.0,1.0
118974358.97435898,1.0,1.0
119267399.26739928,1.0,1.0
119560439.56043956,1.0,1.0
119853479.85347985,1.0,1.0
120146520.14652014,1.0,1.0
120439560.43956044,1.0,1.0
120732600.73260072,1.0,1.0
121025641.02564102,1.0,1.0
121318681.31868131,1.0,1.0
121611721.6117216,1.0,1.0
121904761.90476193,1.0,1.0
122197802.1978022,1.0,1.0
122490842.49084248,1.0,1.0
122783882.78388278,1.0,1.0
123076923.07692309,1.0,1.0
123369963.36996336,1.0,1.0
123663003.66300368,1.0,1.0
123956043.95604396,1.0,1.0
124249084.24908423,1.0,1.0
124542124.54212454,1.0,1.0
124835164.83516484,1.0,1.0
125128205.12820512,1.0,1.0
125421245.42124544,1.0,1.0
125714285.71428572,1.0,1.0
126007326.007326,1.0,1.0
126300366.3003663,1.0,1.0
126593406.5934066,1.0,1.0
126886446.88644688,1.0,1.0
127179487.17948718,1.0,1.0
127472527.47252747,1.0,1.0
127765567.76556776,1.0,1.0
128058608.05860806,1.0,1.0
128351648.35164836,1.0,1.0
128644688.64468864,1.0,1.0
128937728.93772894,1.0,1.0
129230769.23076925,1.0,1.0
129523809.52380952,1.0,1.0
129816849.8168498,1.0,1.0
130109890.1098901,1.0,1.0
130402930.4029304,1.0,1.0
130695970.6959707,1.0,1.0
130989010.989011,1.0,1.0
131282051.28205128,1.0,1.0
131575091.57509156,1.0,1.0
131868131.86813186,1.0,1.0
132161172.16117217,1.0,1.0
132454212.45421246,1.0,1.0
132747252.74725276,1.0,1.0
133040293.04029304,1.0,1.0
133333333.33333331,1.0,1.0
133626373.62637362,1.0,1.0
133919413.91941392,1.0,1.0
134212454.2124542,1.0,1.0
134505494.5054945,1.0,1.0
134798534.7985348,1.0,1.0
135091575.0915751,1.0,1.0
135384615.3846154,1.0,1.0
135677655.67765567,1.0,1.0
135970695.97069597,1.0,1.0
136263736.26373625,1.0,1.0
136556776.55677655,1.0,1.0
136849816.84981686,1.0,1.0
137142857.14285713,1.0,1.0
137435897.43589744,1.0,1.0
137728937.72893772,1.0,1.0
138021978.02197802,1.0,1.0
138315018.31501833,1.0,1.0
138608058.6080586,1.0,1.0
138901098.9010989,1.0,1.0
139194139.19413918,1.0,1.0
139487179.4871795,1.0,1.0
139780219.78021976,1.0,1.0
140073260.07326007,1.0,1.0
140366300.36630037,1.0,1.0
140659340.65934065,1.0,1.0
140952380.95238096,1.0,1.0
141245421.24542123,1.0,1.0
141538461.53846154,1.0,1.0
141831501.83150184,1.0,1.0
142124542.12454212,1.0,1.0
142417582.41758242,1.0,1.0
142710622.7106227,1.0,1.0
143003663.003663,1.0,1.0
143296703.2967033,1.0,1.0
143589743.58974358,1.0,1.0
143882783.8827839,1.0,1.0
144175824.17582417,1.0,1.0
144468864.46886447,1.0,1.0
144761904.76190475,1.0,1.0
145054945.05494505,1.0,1.0
145347985.34798536,1.0,1.0
145641025.64102563,1.0,1.0
145934065.93406594,1.0,1.0
146227106.2271062,1.0,1.0
146520146.52014652,1.0,1.0
146813186.81318682,1.0,1.0
147106227.1062271,1.0,1.0
147399267.3992674,1.0,1.0
147692307.69230768,1.0,1.0
147985347.985348,1.0,1.0
148278388.27838826,1.0,1.0
148571428.57142857,1.0,1.0
148864468.86446887,1.0,1.0
149157509.15750915,1.0,1.0
149450549.45054945,1.0,1.0
149743589.74358973,1.0,1.0
150036630.03663003,1.0,1.0
150329670.32967034,1.0,1.0
150622710.62271062,1.0,1.0
150915750.91575092,1.0,1.0
151208791.2087912,1.0,1.0
151501831.5018315,1.0,1.0
151794871.7948718,1.0,1.0
152087912.08791208,1.0,1.0
152380952.3809524,1.0,1.0
152673992.67399266,1.0,1.0
152967032.96703297,1.0,1.0
153260073.26007324,1.0,1.0
153553113.55311355,1.0,1.0
153846153.84615386,1.0,1.0
154139194.13919413,1.0,1.0
154432234.43223444,1.0,1.0
154725274.7252747,1.0,1.0
155018315.01831502,1.0,1.0
155311355.31135532,1.0,1.0
155604395.6043956,1.0,1.0
155897435.8974359,1.0,1.0
156190476.19047618,1.0,1.0
156483516.48351648,1.0,1.0
156776556.77655676,1.0,1.0
157069597.06959707,1.0,1.0
157362637.36263737,1.0,1.0
157655677.65567765,1.0,1.0
157948717.94871795,1.0,1.0
158241758.24175823,1.0,1.0
158534798.53479853,1.0,1.0
158827838.82783884,1.0,1.0
159120879.1208791,1.0,1.0
159413919.41391942,1.0,1.0
159706959.7069597,1.0,1.0
160000000.0,1.0,1.0
160293040.2930403,1.0,1.0
160586080.58608058,1.0,1.0
160879120.8791209,1.0,1.0
161172161.17216116,1.0,1.0
161465201.46520147,1.0,1.0
161758241.75824174,1.0,1.0
162051282.05128205,1.0,1.0
162344322.34432235,1.0,1.0
162637362.63736263,1.0,1.0
162930402.93040293,1.0,1.0
163223443.2234432,1.0,1.0
163516483.51648352,1.0,1.0
163809523.80952382,1.0,1.0
164102564.1025641,1.0,1.0
164395604.3956044,1.0,1.0
164688644.68864468,1.0,1.0
164981684.98168498,1.0,1.0
165274725.27472526,1.0,1.0
165567765.56776556,1.0,1.0
165860805.86080587,1.0,1.0
166153846.15384614,1.0,1.0
166446886.44688645,1.0,1.0
166739926.73992673,1.0,1.0
167032967.03296703,1.0,1.0
167326007.32600734,1.0,1.0
167619047.6190476,1.0,1.0
167912087.91208792,1.0,1.0
168205128.2051282,1.0,1.0
168498168.4981685,1.0,1.0
168791208.7912088,1.0,1.0
169084249.08424908,1.0,1.0
169377289.37728938,1.0,1.0
169670329.67032966,1.0,1.0
169963369.96336997,1.0,1.0
170256410.25641024,1.0,1.0
170549450.54945055,1.0,1.0
170842490.84249085,1.0,1.0
171135531.13553113,1.0,1.0
171428571.42857143,1.0,1.0
171721611.7216117,1.0,1.0
172014652.014652,1.0,1.0
172307692.30769232,1.0,1.0
172600732.6007326,1.0,1.0
172893772.8937729,1.0,1.0
173186813.18681318,1.0,1.0
173479853.47985348,1.0,1.0
173772893.77289376,1.0,1.0
174065934.06593406,1.0,1.0
174358974.35897437,1.0,1.0
174652014.65201464,1.0,1.0
174945054.94505495,1.0,1.0
175238095.23809522,1.0,1.0
175531135.53113553,1.0,1.0
175824175.82417583,1.0,1.0
176117216.1172161,1.0,1.0
176410256.41025642,1.0,1.0
176703296.7032967,1.0,1.0
176996336.996337,1.0,1.0
177289377.28937727,1.0,1.0
177582417.58241758,1.0,1.0
177875457.87545788,1.0,1.0
178168498.16849816,1.0,1.0
178461538.46153846,1.0,1.0
178754578.75457874,1.0,1.0
179047619.04761904,1.0,1.0
179340659.34065935,1.0,1.0
179633699.63369963,1.0,1.0
179926739.92673993,1.0,1.0
180219780.2197802,1.0,1.0
180512820.5128205,1.0,1.0
180805860.8058608,1.0,1.0
181098901.0989011,1.0,1.0
181391941.3919414,1.0,1.0
181684981.68498167,1.0,1.0
181978021.978022,1.0,1.0
182271062.27106223,1.0,1.0
182564102.56410256,1.0,1.0
182857142.85714287,1.0,1.0
183150183.1501832,1.0,1.0
183443223.44322345,1.0,1.0
183736263.7362637,1.0,1.0
184029304.02930403,1.0,1.0
184322344.3223444,1.0,1.0
184615384.6153846,1.0,1.0
184908424.9084249,1.0,1.0
185201465.2014652,1.0,1.0
185494505.4945055,1.0,1.0
185787545.78754577,1.0,1.0
186080586.08058608,1.0,1.0
186373626.3736264,1.0,1.0
186666666.66666663,1.0,1.0
186959706.95970696,1.0,1.0
187252747.25274724,1.0,1.0
187545787.5457876,1.0,1.0
187838827.83882785,1.0,1.0
188131868.1318681,1.0,1.0
188424908.42490843,1.0,1.0
188717948.7179487,1.0,1.0
189010989.010989,1.0,1.0
189304029.3040293,1.0,1.0
189597069.5970696,1.0,1.0
189890109.8901099,1.0,1.0
190183150.18315017,1.0,1.0
190476190.47619048,1.0,1.0
190769230.76923075,1.0,1.0
191062271.06227103,1.0,1.0
191355311.35531136,1.0,1.0
191648351.64835164,1.0,1.0
191941391.941392,1.0,1.0
192234432.23443225,1.0,1.0
192527472.52747253,1.0,1.0
192820512.82051283,1.0,1.0
193113553.1135531,1.0,1.0
193406593.4065934,1.0,1.0
193699633.6996337,1.0,1.0
193992673.992674,1.0,1.0
194285714.28571427,1.0,1.0
194578754.57875457,1.0,1.0
194871794.87179488,1.0,1.0
195164835.1648352,1.0,1.0
195457875.45787543,1.0,1.0
195750915.7509157,1.0,1.0
196043956.04395604,1.0,1.0
196336996.33699635,1.0,1.0
196630036.63003665,1.0,1.0
196923076.92307693,1.0,1.0
197216117.2161172,1.0,1.0
197509157.5091575,1.0,1.0
197802197.8021978,1.0,1.0
198095238.0952381,1.0,1.0
198388278.3882784,1.0,1.0
198681318.68131867,1.0,1.0
198974358.9743589,1.0,1.0
199267399.26739925,1.0,1.0
199560439.5604396,1.0,1.0
199853479.85347983,1.0,1.0
200146520.1465201,1.0,1.0
200439560.43956044,1.0,1.0
200732600.73260072,1.0,1.0
201025641.02564105,1.0,1.0
201318681.31868133,1.0,1.0
201611721.6117216,1.0,1.0
201904761.9047619,1.0,1.0
202197802.1978022,1.0,1.0
202490842.4908425,1.0,1.0
202783882.7838828,1.0,1.0
203076923.07692307,1.0,1.0
203369963.3699633,1.0,1.0
203663003.66300365,1.0,1.0
203956043.956044,1.0,1.0
204249084.24908423,1.0,1.0
204542124.5421245,1.0,1.0
204835164.83516484,1.0,1.0
205128205.12820512,1.0,1.0
205421245.42124543,1.0,1.0
205714285.7142857,1.0,1.0
206007326.007326,1.0,1.0
206300366.30036628,1.0,1.0
206593406.5934066,1.0,1.0
206886446.8864469,1.0,1.0
207179487.1794872,1.0,1.0
207472527.47252747,1.0,1.0
207765567.7655677,1.0,1.0
208058608.05860808,1.0,1.0
208351648.3516484,1.0,1.0
208644688.64468864,1.0,1.0
208937728.9377289,1.0,1.0
209230769.2307692,1.0,1.0
209523809.52380952,1.0,1.0
209816849.81684983,1.0,1.0
210109890.1098901,1.0,1.0
210402930.4029304,1.0,1.0
210695970.69597068,1.0,1.0
210989010.989011,1.0,1.0
211282051.28205127,1.0,1.0
211575091.5750916,1.0,1.0
211868131.86813188,1.0,1.0
212161172.1611721,1.0,1.0
212454212.4542125,1.0,1.0
212747252.7472528,1.0,1.0
213040293.04029304,1.0,1.0
213333333.3333333,1.0,1.0
213626373.6263736,1.0,1.0
213919413.91941392,1.0,1.0
214212454.2124542,1.0,1.0
214505494.5054945,1.0,1.0
214798534.7985348,1.0,1.0
215091575.0915751,1.0,1.0
215384615.3846154,1.0,1.0
215677655.67765567,1.0,1.0
215970695.970696,1.0,1.0
216263736.26373625,1.0,1.0
216556776.5567765,1.0,1.0
216849816.8498169,1.0,1.0
217142857.1428572,1.0,1.0
217435897.43589744,1.0,1.0
217728937.7289377,1.0,1.0
218021978.021978,1.0,1.0
218315018.3150184,1.0,1.0
218608058.6080586,1.0,1.0
218901098.9010989,1.0,1.0
219194139.1941392,1.0,1.0
219487179.4871795,1.0,1.0
219780219.78021976,1.0,1.0
220073260.07326007,1.0,1.0
220366300.3663004,1.0,1.0
220659340.65934065,1.0,1.0
220952380.95238096,1.0,1.0
221245421.24542123,1.0,1.0
221538461.5384616,1.0,1.0
221831501.83150184,1.0,1.0
222124542.1245421,1.0,1.0
222417582.4175824,1.0,1.0
222710622.7106227,1.0,1.0
223003663.003663,1.0,1.0
223296703.29670328,1.0,1.0
223589743.5897436,1.0,1.0
223882783.8827839,1.0,1.0
224175824.17582417,1.0,1.0
224468864.46886447,1.0,1.0
224761904.76190475,1.0,1.0
225054945.05494505,1.0,1.0
225347985.34798536,1.0,1.0
225641025.64102563,1.0,1.0
225934065.934066,1.0,1.0
226227106.2271062,1.0,1.0
226520146.5201465,1.0,1.0
226813186.8131868,1.0,1.0
227106227.1062271,1.0,1.0
227399267.3992674,1.0,1.0
227692307.69230768,1.0,1.0
227985347.985348,1.0,1.0
228278388.27838823,1.0,1.0
228571428.57142857,1.0,1.0
228864468.86446887,1.0,1.0
229157509.15750915,1.0,1.0
229450549.45054945,1.0,1.0
229743589.74358973,1.0,1.0
230036630.03663003,1.0,1.0
230329670.3296704,1.0,1.0
230622710.62271065,1.0,1.0
230915750.9157509,1.0,1.0
231208791.2087912,1.0,1.0
231501831.5018315,1.0,1.0
231794871.7948717,1.0,1.0
232087912.08791208,1.0,1.0
232380952.3809524,1.0,1.0
232673992.67399263,1.0,1.0
232967032.96703297,1.0,1.0
233260073.26007324,1.0,1.0
233553113.55311355,1.0,1.0
233846153.84615383,1.0,1.0
234139194.13919413,1.0,1.0
234432234.43223444,1.0,1.0
234725274.7252747,1.0,1.0
235018315.01831505,1.0,1.0
235311355.3113553,1.0,1.0
235604395.6043956,1.0,1.0
235897435.8974359,1.0,1.0
236190476.1904761,1.0,1.0
236483516.48351648,1.0,1.0
236776556.7765568,1.0,1.0
237069597.06959707,1.0,1.0
237362637.36263737,1.0,1.0
237655677.65567765,1.0,1.0
237948717.94871795,1.0,1.0
238241758.24175823,1.0,1.0
238534798.53479853,1.0,1.0
238827838.82783884,1.0,1.0
239120879.1208791,1.0,1.0
239413919.41391945,1.0,1.0
239706959.7069597,1.0,1.0
240000000.0,1.0,1.0
240293040.29304028,1.0,1.0
240586080.5860805,1.0,1.0
240879120.8791209,1.0,1.0
241172161.1721612,1.0,1.0
241465201.46520147,1.0,1.0
241758241.7582417,1.0,1.0
242051282.05128205,1.0,1.0
242344322.34432235,1.0,1.0
242637362.63736263,1.0,1.0
242930402.93040293,1.0,1.0
243223443.2234432,1.0,1.0
243516483.51648352,1.0,1.0
243809523.80952385,1.0,1.0
244102564.1025641,1.0,1.0
244395604.3956044,1.0,1.0
244688644.68864468,1.0,1.0
244981684.9816849,1.0,1.0
245274725.2747253,1.0,1.0
245567765.5677656,1.0,1.0
245860805.86080587,1.0,1.0
246153846.1538461,1.0,1.0
246446886.44688645,1.0,1.0
246739926.7399268,1.0,1.0
247032967.03296703,1.0,1.0
247326007.3260073,1.0,1.0
247619047.6190476,1.0,1.0
247912087.91208792,1.0,1.0
248205128.2051282,1.0,1.0
248498168.4981685,1.0,1.0
248791208.7912088,1.0,1.0
249084249.08424908,1.0,1.0
249377289.37728927,1.0,1.0
249670329.6703297,1.0,1.0
249963369.96337,1.0,1.0
250256410.25641024,1.0,1.0
250549450.5494505,1.0,1.0
250842490.84249085,1.0,1.0
251135531.1355312,1.0,1.0
251428571.42857143,1.0,1.0
251721611.7216117,1.0,1.0
252014652.014652,1.0,1.0
252307692.3076923,1.0,1.0
252600732.6007326,1.0,1.0
252893772.8937729,1.0,1.0
253186813.1868132,1.0,1.0
253479853.47985348,1.0,1.0
253772893.77289376,1.0,1.0
254065934.0659341,1.0,1.0
254358974.3589744,1.0,1.0
254652014.65201464,1.0,1.0
254945054.9450549,1.0,1.0
255238095.2380952,1.0,1.0
255531135.5311356,1.0,1.0
255824175.82417583,1.0,1.0
256117216.1172161,1.0,1.0
